x1,x2,group,time,event
0.30471707975443135,-0.9651167622323719,B,0.6197358357772041,0
-1.0399841062404955,-0.7252260645357532,B,0.653164688647147,0
0.7504511958064572,2.1284697324351645,B,0.8611003653128236,0
0.9405647163912139,-0.8213866792243861,B,0.5677345610642258,0
-1.9510351886538364,0.838489203736345,B,0.5584460463997275,1
-1.302179506862318,-0.9029271780870264,A,0.9358265047021793,1
0.12784040316728537,0.9315730128742441,B,1.2465101546075623,1
-0.3162425923435822,0.38495096610586316,B,0.8098663599914012,1
-0.016801157504288795,-0.1566378976580904,B,1.2734857229128904,1
-0.85304392757358,-0.040762526135434025,A,0.7906773451625169,1
0.8793979748628286,-0.6547876954293904,B,0.7977107490604657,0
0.7777919354289483,0.44607220148208054,B,0.8039893631169801,0
0.06603069756121605,-0.45498348034078,B,0.5918229814239608,1
1.1272412069680329,-1.2256057637672482,A,0.8108970908704046,0
0.4675093422520456,-1.2779375743196193,B,0.43519879942294004,0
-0.8592924628832382,0.17258791772211948,B,0.39733104094468424,1
0.36875078408249884,1.579091256410435,B,0.7324482721648223,1
-0.9588826008289989,0.15999161357343825,A,0.808072636721191,0
0.8784503013072725,-0.11863832610988256,B,1.0241956054266792,0
-0.049925910986252896,0.2858261396025429,B,0.6029363965544152,0
-0.18486236354526056,1.3060017417068248,A,1.199250822865867,1
-0.6809295444039414,0.21938250136385634,B,1.3489423871199187,1
1.2225413386740303,-0.41092723083373717,A,0.7775501260883292,0
-0.15452948206880215,1.1062887100598888,B,1.3588899143198143,1
-0.4283278221631072,0.4287564384616135,A,0.4344733455902714,0
-0.3521335504882296,1.535755991995992,B,0.5925439599084871,1
0.5323091855533487,0.18323443722190613,B,0.9117547641168242,0
0.36544406436407834,-1.2244690317205003,B,0.5158469778839119,0
0.4127326115959884,-1.368159199245665,B,1.0475631579110691,1
0.43082100300788273,1.6509279322312496,B,0.817022011456427,1
2.1416476008704612,1.723665720783297,A,0.7210522745041749,0
-0.4064150163846156,-0.17951921328260065,A,0.7392709233434754,0
-0.5122427290715373,-0.38318732113598775,B,0.6244477614895048,1
-0.8137727282478777,1.4614442922422022,B,0.8018862633567239,1
0.6159794225754956,-1.107045682043488,A,0.4847102684647866,0
1.1289722927208916,-0.8947270189558264,A,0.8854570170716444,0
-0.11394745765487507,0.6433267946890444,B,0.8929343409689057,1
-0.840156476962528,-0.3946051228595896,B,0.5030895957883732,1
-0.8244812156912396,-0.005121866720071296,A,0.6595359220661547,0
0.6505927878247011,-0.16344289852451258,A,0.7994836086477685,0
0.7432541712034423,0.33757454879893356,A,0.8357824601278707,0
0.543154268305195,1.4074818613137168,B,0.6877894561905977,1
-0.6655097072886943,0.09058490690174555,A,0.7143379423208442,1
0.23216132306671977,0.6439387932768579,B,0.5499929400846865,0
0.11668580914072822,-2.0501721010310225,A,0.8771507461840968,0
0.21868859672901295,-0.04871840193011795,A,0.7971382484881796,0
0.8714287779481898,-0.8432302702928711,B,1.4239809317191048,0
0.22359554877468227,-1.218813060423628,B,0.6277947608749449,0
0.6789135630718949,-0.8781523669287508,B,0.6386057306927191,0
0.06757906948889146,-0.33412344070081207,B,0.6877002380166272,1
0.28911939868998415,0.9159025423560131,B,1.4112757535339675,1
0.6312882258385404,-1.326392717739564,B,0.9309427374649428,0
-1.4571558198556664,0.030631492594417446,B,0.5951594750679301,0
-0.31967121635730134,-0.4841694333335785,A,1.1852916752573377,1
-0.4703726542927955,-0.32767309436196085,A,0.6663526615825657,0
-0.6388778482433419,1.0027578253046041,B,0.8785636885594625,1
-0.27514225122668373,0.5381154370039261,A,0.6531778502284683,0
1.4949413112343959,1.3373981074427437,B,1.4255180953400828,0
-0.8658311156932432,-0.15450567924990047,B,0.7854391087999848,0
0.9682783545914808,-0.695942611670703,A,0.49343593077380166,0
